chave;periodicidade;ano;mes;justica;seq_orgao;tribunal;dsc_tribunal;uf;uf_sede;idporte;porte;acap;acr;acs;aqv;as;asen;ca;cc;cd;ce;ced;cee;cer;cg;cge;cpc;cpp;crag;crd;del;dimp;dlp;dmt;dob;dpa;dpb;dpl;drs;dvd;ftt;ga;gaed;gaer;gc;gcd;gcgraf;gci;gcm;gconst;gcv;gee;glb;gml;gmv;gpp;grcm;gref;grl;grmv;grtf;grtm;grv;gtf;gtm;gv;gve;km;ltf;ltm;magp;mcont;mtotal;nt;pas;pcap;pcs;pqv;qei;qi;qpv;qvm;qvs;serv;tfaux;tfauxa;tfauxc;tfauxe;tfauxjl;tfauxsp;tfauxt;tfauxv;tpefet;tpi;tpsv;upload;valt;vd;vgef;tmr;qve;qip;cre;gre;cra;gra;uvs;uvm;prqv;pras;prcap;cpt;cpt.ftt;ced.ftt;qi.ftt;lt.ftt
TJAL_AL_Anual_0_2021;Anual;2021;0;Estadual;9;TJAL;TJ - Alagoas;AL;AL;3;Pequeno;62;64;15;14;58;2;25950;2345;35479,068;2082,94;0;5079632;10166;69100,821;127,39;0;4679;1825,224641;1542,568174;0;0;353;1265,6;0;5215,3;11,5;0;12,06;0;3241;591968,23;0;47936,66;653644,22;6190,8;6333;1185274,91;718266,66;0;3923,37;3994442;2809431,2;413428,7;539903,55;67397,97;11584,94613;290812,79;26,084259;8708,121774;561,2532143;877,5267003;;251441,44;260625,43;0;71142,05;861032;448;297;150;107706;189619;1;179;155;0,234375;5915;696;2850380;0;22;40;2166;925;41;;486;;;398;;1390;101;675;1;0;23;39;6608,29;62;879,4754705;26,7886235;21,06562106;0,136853374;3,121882459;77,275;6,818181818;0,130361;0,000952239;0,000771367;4679;1,443690219;0;879,4754705;0,229867325
TJAM_AM_Anual_0_2021;Anual;2021;0;Estadual;10;TJAM;TJ - Amazonas;AM;AM;3;Pequeno;46;66;26;121;40;6;3641;893;11653,76;0;325;5960159;9622;145690,12;1;0;3927;1414,467184;1294,862222;0;0;1200;20988;20074,84;1879;338;163;127,3;10;3272;49792,22;2498,65;44656,74;887778,22;2158,9;53001,5;774580;920231,83;1308739,44;0;4711497,99;6817026,35;0;1094961,77;54038,36;8216,355625;3670186,38;33,49165954;9776,444375;2431,559153;;;143461,99;0;0;0;1091734;59;0;207;203544;197695;1;122055;53954;0,393939394;253800;470;634223;0;49;63;2244;821;0;;723;;;98;;1827;27;390;1;0;9;103;23041;112;193,8334352;30,14825362;23,83215554;0,018417259;0,251863831;48,65079365;4,224489796;0,641051547;0,932571822;0,358469757;3927;1,200183374;0,099327628;193,8334352;0,018031785
TJAP_AP_Anual_0_2021;Anual;2021;0;Estadual;11;TJAP;TJ - Amapá;AP;AP;3;Pequeno;1;61;61;6;0;1;19893;3328;58388,52;103;34296;3443578;2399;80737,06;0;0;3436;908,3152809;1883,500645;327;0;0;0;0;0;0;0;0;0;1592;190268,97;56759,88;18544,27;778648,25;6434,5;0;0;949427,31;0;0;2024492,13;300288,78;0;778648,25;39550,3;7911,89425;362484,13;4,100599395;6488,735417;129,4648318;689,6096;10014,075;96192,37;120681,68;120168,9;0;756579;743;175;71;73230,46;59340;0;0;45;1;190;125;1718000;12;13;107;1240;281;0;;156;;;125;;863;285;92;1;0;31;89;0;120;1079,145729;58,03131109;34,11682053;0,335237614;3,206420121;14,21495327;5,461538462;0,019891122;;0,028266332;3436;2,158291457;21,54271357;1079,145729;0,576633166
TJBA_BA_Anual_0_2021;Anual;2021;0;Estadual;12;TJBA;TJ - Bahia;BA;BA;1;Grae;5;262;98;25;13;44;122876;25003;145436,77;0;30387;16014816,72;82356;161661,04;0;0;34516;1539,628952;4155,336286;0;0;4749;0;0;5058,33;552;1227,37;120;0;11665;3446543,43;81770,57;175247,05;1543601,18;72835,2;60000;2367877,79;175369,39;10081968,96;0;10512364,65;21975835,52;52600;155887,7;429118,26;1252,6385;21917313,27;32,81699568;1113,483571;219,1038045;526,104338;41869,42875;1235307,25;186767,04;669910,86;0;2367955;5638;355;666;669648;748612;1;2501;6479;0,374045802;13114;3692;23999674;16;80;94;7527;3472;0;;1985;;;1487;;7023;25;479;1;0;35;105;6285,7;140;2057,40883;21,39267968;14,04247414;0,164138432;4,603911546;117,0106383;8,325;0,04496871;0,016492466;0,111084441;34516;2,958936991;2,604972139;2057,40883;0,513759108
TJCE_CE_Anual_0_2021;Anual;2021;0;Estadual;13;TJCE;TJ - Ceará;CE;CE;2;Médio;0;0;0;23;0;0;82817;4832;44649,94;0;0;8904557;7512;94877,27;0;0;7778;372,0677255;4059,085455;0;543;234;7931;902;8766;0;2508;4;30;8399;1012284,42;0;59696,69;0;0;0;3037342;4733953,98;5574416,16;0;5981626,94;16997347,53;200775,52;216338,65;46167;17796,81947;17141249,95;210,9781297;813,3031955;417,5995733;0;;626399,36;0;0;0;855610;1500;88;460;80564,5;438814;0;0;0;;1517;13539;7361718;0;58;100;5827;2112;0;;1186;;;926;;3099;1422;1306;1;0;11;255;19235;266;876,4993452;20,29232659;13,63134936;0,188729165;2,306864457;79,39;7,931034483;0,007852902;;;7778;0,926062627;0;876,4993452;0,189070127
TJDFT_DF_Anual_0_2021;Anual;2021;0;Estadual;14;TJDFT;TJ - Distrito Federal;DF;DF;2;Médio;22;41;39;67;187;49;54246;0;18583,92;0;0;10728032;6247;85413,55;0;0;16614;308,3521661;269,3321739;0;116;0;3040;0;54764,7;0;9653;19418,68;0;10318;1501162,36;0;38914,29;626621,89;0;1578499,05;1295984,08;14056029,5;0;64117,82;8829714,35;17037637,39;0;839841,97;248474,77;40624,36272;6723334,58;32,94041172;2427,288931;25,13169276;1034,885577;82200,42696;110755,37;1003839,01;19728102,47;0;934270;4407;970;374;517226;517226;1;1249;1347;0,951219512;26728;1723;11859200;240;176;170;7276;2668;0;;1065;;;1603;;7218;30;28;1;0;69;277;67457,7;346;1149,370033;20,74147858;17,07128866;0,104878718;2,902333525;58,49411765;2,125;0,038663052;0,000647329;0,005934025;16614;1,610195774;0;1149,370033;0,521128126
TJES_ES_Anual_0_2021;Anual;2021;0;Estadual;15;TJES;TJ - Espírito Santo;ES;ES;2;Médio;0;134;0;13;1;0;58213;3286;17234;962;0;9829883;39096;147958;11201;0;45736;1063,714286;1013,764706;0;1050;20000;0;496;13806;0;0;10;0;5820;752039,82;0;424369,33;963410,77;6944,2;0;0;7254812,34;0;0;8217105,32;10260921,01;0;196403,33;562120,76;46208,9958;311196,89;31,62034551;1250,976624;2145,213924;505,1424286;71781,62316;677887,6;35359,97;12705347,3;603167,42;1356143;316;70;304;324503,76;190998;0;121;0;0;1325;3003;0;177;36;121;3154;2362;0;;1883;;;479;;2495;53;606;1;0;17;140;25007;157;0;51,46589493;43,02194431;0,304783296;3,937422486;45,58677686;8,444444444;0,017512556;0,020790378;;45736;7,858419244;0;0;0,066323024
TJGO_GO_Anual_0_2021;Anual;2021;0;Estadual;16;TJGO;TJ - Goiás;GO;GO;2;Médio;45;191;191;14;16;99;130993;2710;126400,64;38729,99;84;18286135,07;29106;129162,19;0;0;18426;705,4293277;2298,193455;57;1635;30000;1625;2230000;52730;64,2;30;569,38;0;10823;2054374,42;80,36;276227,9;1611041,42;0;1238767,46;991031,7;2656468,92;0;0;12646961,07;26547402,58;0;934159,36;221866,2;8249,903478;2047140,95;25,30502722;2901,116025;111,6026459;358,7531845;96372,59841;680776,14;184757,89;40669236,53;18278358,54;5322004;6100;515;393;1049095,99;425575;1;3044;7112;1;23720;1534;4985858;422;39;283;5873;4557;0;;1667;;;2890;;3860;173;1840;1;29;55;238;54385;322;460,6724568;42,9680669;29,71734963;0,307802385;4,827291124;36,85512367;10,07692308;0,156544924;0,017578305;0,014602647;18426;1,702485448;0,007761249;460,6724568;0,611198374
TJMA_MA_Anual_0_2021;Anual;2021;0;Estadual;17;TJMA;TJ - Maranhão;MA;MA;2;Médio;8;143;29;58;13;23;54763;0;138253;0;2414;11422984,83;40892;209967;0;0;25067;1908,790909;2343,271186;407;135,41;4972;7688;2519440;122195,4;44;10702,3;128;86,6;7110;1039541,79;20681,04;366464,61;1871403,92;0;185967,96;2584309,56;6265452,31;845355,01;0;8854690,51;16777284,21;1001343,96;665712,79;373646,26;37073,68231;3850237,22;;3939,128935;196,7409755;628,9253333;49653,20373;530413,67;132074,32;17974459,75;87286,14;2769261,98;2696;210;334;0;285987;0;10865;2845;0,202797203;65185;1375;14981851;362;33;136;5399;1377;0;;244;;;1133;;3811;529;1059;1;0;59;110;140672,3;169;2107,152039;39,94232196;30,96186369;0,191487725;3,634926727;49,82352941;10,12121212;0,158070226;0,117548415;0,050017581;25067;3,52559775;0,3395218;2107,152039;0,408720113
TJMG_MG_Anual_0_2021;Anual;2021;0;Estadual;18;TJMG;TJ - Minas Gerais;MG;MG;1;Grae;2;810;98;44;23;2;319225;5734;78853,9;0;61380;33735134;174;459373,6;0;0;153027;955,0386694;1271,837097;1236,39;2349;5767;0;0;194939;0;0;2830,45;0;29200;4268004,58;59178;1780;2099511,69;4122;106087,95;5868624,05;31629038,52;164786979;0;24557591,88;59994507,82;0;920220,58;1873800;58248,68972;13436412,59;78,6402978;1694,697201;265,4043585;176,7280734;66555,22867;995000,94;154106,88;61896362,66;1371325,65;4340587;3749;872;1065;762897,77;1364172;1;6571;449;0,120987654;33010;6634;106462403;930;192;360;14496;13639;441;;5733;;;7465;;12149;869;1478;1;0;62;481;194939;543;3645,972705;24,72938456;18,00182959;0,234006416;3,128641095;78,15277778;5,546875;0,025692715;0,009784098;0,007688356;153027;5,240650685;2,102054795;3645,972705;0,158253425
TJMS_MS_Anual_0_2021;Anual;2021;0;Estadual;19;TJMS;TJ - Mato Grosso do Sul;MS;MS;3;Pequeno;7;129;0;2;0;8;61631;21984;32926,58;0;21130;8971493;181;48347,83;7957,08;12439;35;427,8569027;866,4889474;9373;698;4607;0;0;3431;280,22;170;115,7;0;4813;2076329,27;17364,4;1222,55;302081,34;73107,84;202011,05;1247789,94;0;0;405,31;7934272,19;20346419,8;0;429344,82;402,15;0;2043437,71;52,83747788;2843,343179;671,8805966;992,1951142;54689,36276;1182509,85;434581,46;3171983,04;132000;679489;1760;438;219;385075,53;397289;1;0;263;0;4116;922;7902588;58;17;135;3405;1189;0;;561;;;628;;3057;112;236;1;0;38;113;11558,08;151;1641,925618;22,58178052;19,97103416;0,155128886;5,226244044;34,02962963;12,88235294;0,427591938;;0,007806239;12474;2,591730729;4,390193227;1641,925618;0,456679825
TJMT_MT_Anual_0_2021;Anual;2021;0;Estadual;20;TJMT;TJ - Mato Grosso;MT;MT;2;Médio;5;134;27;14;0;24;0;0;118032;60094;0;0;0;24780;0;0;0;731,6724138;1735,764706;0;0;0;0;0;0;0;0;291,3;0;7522;0;0;0;1020805,05;0;0;2456932;4099337,44;33925079;32913,9;0;24249037,41;0;1428318;0;22279,00783;17271038;38,60594898;7762,597826;;;223261,8162;0;0;2902403,61;2422389,12;15879366;0;0;275;628116,6;596516;0;0;772;0,201492537;122241;2240;0;13;37;129;4546;2701;0;;1223;;;1478;;3390;3;1153;1;0;68;116;0;184;0;0;0;0;0;56,17829457;7,432432432;1,160795001;;0,020526456;0;0;0;0;0
TJPA_PA_Anual_0_2021;Anual;2021;0;Estadual;21;TJPA;TJ - Pará;PA;PA;2;Médio;20;65;27;139;14;31;48827;4113;93563,56;0;0;10685944,96;18575;83753,54;31060,8;0;25125;286,8271918;964,5727835;1115,02;3905,8;1472;4018,22;1185,3;17704,93;206,48;9324,62;220,7;13,03;6824;698108,3;0;118246,95;986086,13;11633,36;100549,66;0;5942032,84;30544108,61;0;9206987,17;8895568,23;1055021,76;1319842,15;363704,1;15275,14869;2450675,27;67,87246004;3392,910411;223,7998593;404,6075167;55225,75148;683932,37;242764,51;2982190,58;1003377;1147413,8;3056;600;371;131063;456219;1;287;2744;0,415384615;1330;2666;18797250;54;37;352;5174;1279;0;;613;;;666;;3816;702;656;1;0;97;292;62121,6;389;2754,579426;23,42284069;20,18106911;0,107025354;1,530204354;18,33238636;10,02702703;0,001402161;0,003004103;0,02010551;25125;3,681858148;0;2754,579426;0,535756155
TJPB_PB_Anual_0_2021;Anual;2021;0;Estadual;22;TJPB;TJ - Paraíba;PB;PB;3;Pequeno;1;158;8;107;0;0;39362;4568;15926,64;1579,5;0;6410729;12915;113014,57;0;0;8549;962,9753782;1769,626667;0;1648;0;0;0;63138,99666;0;0;0;0;4708;898396,85;0;113584,35;121020,64;9140,06;0;960182,97;0;0;1802391,57;5991149,84;5335461,24;126141,88;98194,84;128810,24;0;2773489,6;30,98265609;767,1471875;246,9670495;838,8458173;110345,0691;559133,4;523439,79;7062084,42;1138435;1066359;2264;624;260;172208;269551;1;0;50;0,050632911;15492;1228;3076307;64;38;90;3945;503;0;;274;;;229;;2885;667;393;1;0;9;119;63138,99666;128;653,421198;23,78299097;22,22640554;0,146028024;3,332938294;49,42222222;6,842105263;0,030752984;;0,010620221;8549;1,81584537;0;653,421198;0,613423959
TJPE_PE_Anual_0_2021;Anual;2021;0;Estadual;23;TJPE;TJ - Pernambuco;PE;PE;2;Médio;6;307;4;16;3;14;94750;3410;96571,94;45916,31;52496;18808145,19;25867;369490,06;12137;5270;26459;1798,295974;2476,20359;11592,71;1770;5000;0;0;11658;175;0;18881,73;0;10122;1607197,96;56267,12;119083,94;2828140,16;10879,12;34696,25;208891,68;3101916,16;3762035,69;0;13158296,76;14694357,69;619444,18;1478710,75;380522,81;11488,57837;1519365,61;29,12874598;5476,706481;248,2579703;600,1442803;1013,749389;1002962,2;158438,09;13753537,96;913448,54;3006047;4040;264;534;504462,42;706078;1;245;508;0,013029316;8517;3329;0;13567;56;214;7899;1689;0;;120;;;1569;;6706;750;443;1;0;39;231;23795;270;0;26,63748933;18,6357552;0,134191973;2,276232881;44,80373832;9,535714286;0,052589656;0,008068234;0,008364618;31729;3,134657182;5,186326813;0;0,425212409
TJPI_PI_Anual_0_2021;Anual;2021;0;Estadual;24;TJPI;TJ - Piauí;PI;PI;3;Pequeno;0;137;67;13;2;2;43838;1373;76101;0;29736;6231273;5445;39589;0;12047;1356;302,2061069;1463,480769;685,5;0;0;0;108472;1390;32;285;88,54;0;3686;589611,05;23673,96;17309,94;660582,03;1675,06;0;2621784,49;1067666,76;3053733,21;0;4106529,85;5861166,3;1442,5;456985,93;18943,32;5834,24459;137488,41;77,02534103;2497,190874;1263,939897;2297,712034;62891,39048;367806,51;271130,02;7924315,2;63156,04;936119;291;118;177;76094;99336;1;163;0;0,489051095;2010;1454;6700107;126;31;152;2708;801;0;;378;;;423;;1605;182;921;1;0;52;131;1675;183;1817,71758;62,72925223;41,33979474;0,4413103;5,935522369;23,08552632;5,709677419;0,041946659;0,022110689;;13403;3,636190993;8,067281606;1817,71758;0,110960391
TJPR_PR_Anual_0_2021;Anual;2021;0;Estadual;25;TJPR;TJ - Paraná;PR;PR;1;Grae;17;232;121;24;11;62;110464;10201;22152,46;1542,294;26868;17006779;41149;125233,84;0;741;19431;390,0804123;692,264375;0;184,96;86335;1102;1011,33;16646;0;3781;139,88;125;15852;1769396,72;14777,4;324140,21;828734,35;20021,78;70490,04;785889,55;1780235,17;16393463,16;10127,87;12668255,96;37005891,58;0;583579,28;300375,77;4972,723939;11539040,93;31,44293918;1630,109721;100,1325768;739,921206;69792,85594;922921,96;147244,32;77260691,53;1266886,67;1321889;9217;199;925;1176922,15;964557;1;2500;10981;0,521551724;46056;3228;9680925;1107;97;261;8975;5952;0;;3544;;;2408;;5652;198;3125;1;1;32;325;21654;358;610,7068509;17,63169932;13,13375566;0,11452304;1,83441385;57,19157088;9,536082474;0,12105728;0,014337164;0,040748245;20172;1,272520818;1,694928085;610,7068509;0,593994449
TJRJ_RJ_Anual_0_2021;Anual;2021;0;Estadual;26;TJRJ;TJ - Rio de Janeiro;RJ;RJ;1;Grae;30;109;79;23;4;36;508062,2;0;31648;328,53;362088;73021987,37;445;765535;0;0;101274;1176,441674;1217,230769;2525;6403,07;53462;1352;329940;76816;11;5494,6;12720;2231;23372;6799144,01;330872,22;5770;5203313,41;0;157625,04;0;16998963,9;0;0;58064528,66;60333691,35;5746891,16;4475866,55;1306036,2;24779,83076;4971835,02;59,52172514;6524,586808;228,3226762;458,7276293;53219,295;780635,23;470195,82;34698980,34;11493275,7;7300746;3419;1025;872;1013641,51;709022;0;28704;8558;0,724770642;9557;7823;0;652;179;498;12864;9636;0;;4778;;;4858;;11514;979;371;1;9;26;651;85893,6;686;0;102,9897343;81,89383215;0,71656761;9,589468324;45,18072289;4,87150838;0,017778613;0,307034058;0,012205488;101274;4,333133664;15,49238405;0;0,19014205
TJRN_RN_Anual_0_2021;Anual;2021;0;Estadual;27;TJRN;TJ - Rio Grae do Norte;RN;RN;3;Pequeno;1;79;36;9;3;7;45684;10177;35578,243;0;250;7891865,11;11215;69247,06;0;0;10595;1116,888065;2371,882867;2606;0;0;90;0;2770;2;416;720;6;4617;678746,59;4260;39150,29;616954,73;22363,63;0;600055,61;1751255,48;19966407,76;0;6344348,49;6534827,88;364845,1;153298,55;133914,22;22743,57766;860989,05;24,02216862;1990,89026;429,6784593;1378,829655;51500,55016;591237,56;399860,6;6592070,42;2351738,87;743003;1376;290;233;272033,22;217671;1;22;350;0,455696203;483;535;6934985;128;23;54;2992;1392;97;;597;;;698;;1781;662;549;1;0;15;62;3282;77;1502,054364;36,25593262;29,14650316;0,209876373;3,118222409;81,18518519;10,13043478;0,011623709;0,001588333;0,075806801;10595;2,29478016;0,054147715;1502,054364;0,360840373
TJRO_RO_Anual_0_2021;Anual;2021;0;Estadual;28;TJRO;TJ - Roônia;RO;RO;3;Pequeno;11;275;183;10;2;3;15411;6884;60855;0;280;6809237;17746;13132;0;0;6215;691,1578947;1448,928571;0;3228;73;22;753350;17086;30;2099;154;0;3605;251141;8631;79237;0;18005,79;0;0;0;0;50602,54;3885527;5929651;0;162761,27;78119;0;14816213,06;35,70917292;2668,217541;406,7568134;143,2058824;;388046;14607;0;2977705,7;350166;954;102;137;166054;361533;1;73;1636;0,665454545;3459;1006;2717193;0;22;39;2784;684;0;;409;;;275;;2210;63;511;1;0;42;19;19207;61;753,7289875;18,83434431;10,74736469;0,042626814;0,694655813;88,92307692;6,227272727;0,095950069;0,010124827;0,041255832;6215;1,723994452;0,077669903;753,7289875;0,292926491
TJRR_RR_Anual_0_2021;Anual;2021;0;Estadual;29;TJRR;TJ - Roraima;RR;RR;3;Pequeno;9;95;9;42;27;34;3833;474;80197,56;0;0;1507517;0;15648,41;2468;0;1354;539,6003448;1909,465714;3782,7;216;1808;0;262,12;0;47;0;0;0;1264;40705,75;0;0;611117,56;1507,2;0;0;635295,44;25686,03;0;1010036,39;2936810,5;7224,36;295033,73;18400,86;8947,823099;1277333,34;40,1175505;4155,404648;928,0138574;693,5574;44892,59462;442662,61;104033,61;1167207,46;0;758228;477;150;58;73205,13;67659;1;2063;709;0,094736842;15065;537;677000;26;7;64;922;284;0;;137;;;147;;618;90;214;1;0;42;29;2468;71;535,6012658;22,28110081;14,92833755;0,056651739;0,601630973;18,84375;8,285714286;0,283774111;0,060448898;0,062324191;1354;1,071202532;0;535,6012658;0,496044304
TJRS_RS_Anual_0_2021;Anual;2021;0;Estadual;30;TJRS;TJ - Rio Grae do Sul;RS;RS;1;Grae;1;125;79;30;0;6;168371;732;7995,52;0;5720;34151433;0;79260;86797;0;42032;769,5145631;307,52;12046;1225;0;0;6807750;179671;0;0;778,26;0;15887;4049928,67;16961;0;539287,36;1907,73;72905,1;3727651,68;0;29679231,71;31186,74;25437686,45;32526029,6;239726,26;199462,81;532514,65;0;52493993,31;51,13132649;1546,223333;503,5593531;370,0235148;5604,083695;832887,17;713775,36;42025023,63;3121854,49;818588;1654;1929;742;636127,24;1147162;1;0;52;0,632;1200;3540;33388733;7499;50;79;7469;7676;0;;4010;;;3666;;6071;40;1358;1;0;26;103;266468;129;2101,638635;29,77036635;22,17445003;0,146771772;3,530389492;191,7088608;14,84;0,002517782;;0,003273116;42032;2,645685151;0,360042802;2101,638635;0,225530308
TJSC_SC_Anual_0_2021;Anual;2021;0;Estadual;31;TJSC;TJ - Santa Catarina;SC;SC;2;Médio;4;134;104;235;1;5;57952;7925;17052,89;558,61;214764;15210057;24609;61453,36;28436,71;0;15180;314,7815736;1894,765556;6214,75;311;11202;0;3100,46;0;62,14;0;129,8;0;11271;867979,91;182689,44;213268,85;448254,45;18050,67;50761,89;0;0;3386886,23;11900,67;10085459,11;21280857,56;954085,6;310428,5;241091,55;0;19045914,61;9,81932984;1506,934466;14,08780582;620,394531;57421,4477;139004,38;350522,91;32385696,5;468318,34;495989;9867;565;519;2167241,34;318446;1;52;1568;0,776119403;4613;3101;7575000;564;28;178;7349;3403;0;;3289;;;114;;5577;17;1755;1;0;9;197;28436,71;206;672,0787863;47,76337903;31,67086134;0,181983759;2,725673772;60,40449438;18,53571429;0,001741619;0,00461361;0,034779523;15180;1,346819271;19,05456481;672,0787863;0,925561175
TJSE_SE_Anual_0_2021;Anual;2021;0;Estadual;32;TJSE;TJ - Sergipe;SE;SE;3;Pequeno;1;181;10;27;6;1;39805;11125;25810;0;0;5809257;10738;61362;0;0;6945;1022,7;1985,384615;0;0;2126;0;0;488,9;26,4;0;2220,9;0;4422;1099180,9;0;47493,3;495220,63;53200;3181,8;0;0;0;981232,8;4100811,65;3196648,46;319054,16;206075,5;0;0;3360095,27;;2822,952055;140,7301922;243,5443323;52766,63086;373497,93;164148,88;11080992,48;405203,99;748180;2654;674;164;0;231974;1;271;65;0,055248619;2836;867;3128572;210;21;52;3136;1122;91;;521;;;510;;2453;361;322;1;0;13;60;488,9;73;707,501583;25,04270737;17,67789343;0,171592506;4,738379732;81,88461538;7,80952381;0,023753287;0,010214081;0,014699231;6945;1,570556309;0;707,501583;0,752600633
TJSP_SP_Anual_0_2021;Anual;2021;0;Estadual;33;TJSP;TJ - São Paulo;SP;SP;1;Grae;5;219;17;117;2;0;302437,48;53400;26505,54;263586,21;358018;41731529,47;117735;45728,26;1249555,4;0;104731;276,4204379;679,6292308;0;0;20819;0;0;0;0;0;0;0;60206;7916820,95;197520;854665,36;1547476,25;167516,61;706987,72;16090122,63;25014123,97;0;88622,93;30819020,13;94146154,48;0;868526,66;1431419,6;21601,14332;22796689,65;39,48775561;750,0230225;307,2982496;925,3560175;101009,689;3834160,26;527452,93;187878021,5;498552,93;1961916;12477;570;2661;2384186,01;2951565;1;2070;438;0,077625571;51635;7699;68294235;1860;345;813;39460;18085;0;;10622;;;7463;;37920;1186;354;1;0;39;1119;1249555,4;1158;1134,342673;14,13878043;10,44158612;0,10246682;2,682245165;70,78105781;7,713043478;0,007330246;0,017190978;0,001455004;104731;1,739544231;5,946550178;1134,342673;0,216705976
TJTO_TO_Anual_0_2021;Anual;2021;0;Estadual;34;TJTO;TJ - Tocantins;TO;TO;3;Pequeno;229;526;45;39;109;6;35740;5982;112692,81;172,43;23762;5016158;8124;43477,93;6905,23;0;3447;793,6429091;3219,794571;400;977;1000;908,8;55;5779,54;189,5;1373,1;89,66;183,43;2991;603430,16;36093,76;73010,36;810304,41;12842,45;438551,28;654998,31;1115294,68;10445386,21;0;4084556,47;7168484,39;0;451191,95;51570,14;12392,16311;3614367,13;51,57003818;5013,243889;1021,326012;1404,053002;56480,05606;524961,57;888765,55;5873925,83;551775,27;1404868,26;514;633;131;139004,83;137407;0;1071;19326;0,085551331;19754;569;2569380;104;21;69;2019;841;0;;383;;;458;;901;628;490;1;0;35;55;15150,1;90;859,0371113;36,50584031;29,7259708;0,260103197;4,391553269;41,44927536;6,238095238;0,169345644;0,003285085;0,028215651;3447;1,152457372;7,944500167;859,0371113;0,383483785
TJ_BR_Anual_0_2021;Anual;2021;0;Estadual;999991;TJ;Justiça Estadual;BR;BR;;;541;4732;1386;1280;539;468;2467772,68;190499;1577929,261;415655,814;1223998;385442727,7;528856;3560291,511;1437424,61;30497;687189;721,0640778;1584,266326;52368,07;26536,24;255486;50030,62;12776039,05;856412,0967;2141,44;47295,99;59819,34;2685,06;274426;45043096,09;1110078,8;3490617,71;28463516,35;520581,5;5066416,75;47459322,95;130876138,6;333779476,1;3077425,52;288977457,8;532709620;11102025,14;19425277,24;8925293,07;22560,96166;230820710,8;37,13719801;2966,144028;225,2986838;649,7925036;20947,20701;18075488,1;7646108,39;590522713;49219397,46;59770811,04;80229;11855;12367;13806525,93;14238523;20;184289;120671;0,310136496;736846;74016;346923082;28191;1721;4737;172439;89620;670;0;46621;0;0;42329;0;141107;10267;21065;27;39;996;5514;2393848,377;6549;1524,333591;28,25410716;21,18291376;0,180895134;3,301793944;55,32172261;7,185938408;0,043677654;0,042949399;0,033547408;717686;2,688929353;5,561503789;1524,333591;0,345007943
TRF1_Anual_0_2021;Anual;2021;0;Federal;3;TRF1;TRF 1ª Região;DF;DF;;;33;655;274;97;55;12;89842,72;120220;42659,85;13372;31369;22281518,95;31397,68;66979,22;9506,9;2439;16756;202,3960202;380,8915179;1075,1;4320,5;5615;3017;280216;31407,75;325,2;3301;1547,24;735,73;14077;1835191,19;19023,94;213195,26;609208,22;37247,27;0;426431,78;0;199300,12;50522,88;19761272,47;27889250,47;656516,58;751701,49;208151,08;0;5478569,49;45,50926443;1476,820216;118,3609712;618,3184988;71528,49044;1037078,83;255365,54;47208803,69;3056511,57;887979,15;8762;413;550;612825,78;648091,41;9;2363;1144;0,418320611;6997;6048;1496076,92;660;247;262;8331;5196;0;396;1628;0;0;2893;279;7472;792;67;13;0;112;397;47968,38;509;106,2781076;34,38021027;30,49148957;0,138626618;2,831685719;51,62977099;2,226720648;0,005124247;0,003052045;0,002462646;19195;1,363571784;2,22838673;106,2781076;0,651772395
TRF2_Anual_0_2021;Anual;2021;0;Federal;4;TRF2;TRF 2ª Região;RJ;RJ;;;8;242;133;96;8;20;86863,5;1952;4648;0;0;12440719,33;3688;37377;16030;0;3105;265,0851064;309,8666667;263;41;5000;436;1249005;1851,7;11,68;648;751,43;53;9397;1210283,14;0;25631,6;262404,36;3862,59;0;0;0;0;0;14156817,51;14605248,13;0;416538,08;43477,09;0;7873021,54;69,21570826;2670,115897;97,13591233;796,3703165;58128,19963;177273,04;251653,02;19007921,28;357269,67;366001;1825;316;506;211010,6;247556;1;82;104;0,549586777;3931;1818;117027;327;73;83;5784;3107;0;119;1541;0;0;1447;0;5440;317;27;2;0;15;141;19018,7;156;12,45365542;50,25416201;57,18632354;0,350884244;4,888926707;107,1204819;6,931506849;0,004357552;0,001090774;0,00138342;3105;0,330424604;0;12,45365542;0,227838672
TRF3_Anual_0_2021;Anual;2021;0;Federal;5;TRF3;TRF 3ª Região;SP;SP;;;21;281;193;79;3;15;65170,63;14114;13152,67;9587,32;0;12144342,93;14734;10083,4;9029;7992,5;1732;104,6314894;438,4223333;0;272,24;0;553;2176017,92;19836,385;0;896,5;751,16;229;8064;2346197,31;0;139177,57;166890,82;28164,99;467;1417865,06;0;638577,27;0;10086106,9;19377893,3;0;140524,78;29578,29;0;4015821,06;47,87371946;644,6090826;28,46956255;930,8299548;61271,96942;190034,33;205713,42;33944671,06;2383465,52;217845;6675;221;413;404771;339069,01;3;92;986;0,68683274;3288;1060;4622018;554;71;147;6205;1446;0;11;426;0;0;1009;0;5982;205;18;3;0;30;188;30543,885;218;573,1669147;35,81672925;29,74647226;0,192204619;6,919527414;52,04761905;5,816901408;0,005161242;0,00380291;0,005822468;9724,5;1,205915179;0;573,1669147;0,85515873
